"id_curso","nome","id_coordenador","coordenador","situacao_curso","nivel_ensino","grau_academico","modalidade_educacao","area_conhecimento","tipo_oferta","turno","tipo_ciclo_formacao","municipio","campus","id_unidade_responsavel","unidade_responsavel","website","data_funcionamento","codigo_inep","dou","portaria_reconhecimento","convenio_academico"
414669,"GEOFÍSICA",4496,"ELDER YOKOYAMA","ATIVO",NULL,"Bacharel","Presencial","Ciências Exatas e da Terra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",533,"INSTITUTO DE GEOCIÊNCIAS","","2018-07-18","122208","2014-07-24","403",NULL
414731,"GEOGRAFIA",13679,"RAFAEL RODRIGUES DA FRANCA","ATIVO",NULL,"Licenciado","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",555,"DEPTO GEOGRAFIA","","2017-07-24","44366","2017-08-15","916",NULL
414687,"GEOGRAFIA",14930,"Petrarca Greice Coim","ATIVO",NULL,"Licenciado","A Distância","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",544,"INSTITUTO DE CIÊNCIAS HUMANAS","","2016-08-05","122210","2016-09-23","535",NULL
414730,"GEOGRAFIA",13679,"RAFAEL RODRIGUES DA FRANCA","ATIVO",NULL,"Bacharel","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",555,"DEPTO GEOGRAFIA","","2013-12-18","300129","2013-12-27","286",NULL
414677,"GEOLOGIA",14217,"RICARDO LOURENCO PINTO","ATIVO",NULL,"Geólogo","Presencial","Ciências Exatas e da Terra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",533,"INSTITUTO DE GEOCIÊNCIAS","","2016-08-05","116","2012-11-20","263",NULL
414888,"GESTÃO AMBIENTAL",5580,"Vanila Verge Gisela Hon Veracilda","ATIVO",NULL,"Bacharel","Presencial","Ciências Sociais Aplicadas","Semestral","Noturno","Um ciclo","BRASÍLIA","FACULDADE DE PLANALTINA",666,"FACULDADE DE PLANALTINA","","2017-07-24","112792","2017-07-28","795",NULL
414198,"GESTÃO DE AGRONEGÓCIOS",18873,"JAIM JOSE DA SILVA JUNIOR","ATIVO",NULL,"Bacharel","Presencial","Ciências Sociais Aplicadas","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",363,"FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA","","2014-08-04","1140048","2014-07-03","365",NULL
414093,"GESTÃO DE POLÍTICAS PÚBLICAS",5374,"Rainalda Sabota","ATIVO",NULL,"Bacharel","Presencial","Ciências Humanas","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",791,"DEPARTAMENTO DE GESTAO DE POLITICAS PUBL","","2019-08-05","122212","2014-07-24","404",NULL
414889,"GESTÃO DO AGRONEGÓCIO",7834,"JONILTO COSTA SOUSA","ATIVO",NULL,"Bacharel","Presencial","Ciências Exatas e da Terra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","FACULDADE DE PLANALTINA",666,"FACULDADE DE PLANALTINA","","2006-04-05","92262","2012-05-24","47",NULL
414748,"HISTÓRIA",19608,"DANIEL GOMES DE CARVALHO","ATIVO",NULL,"Licenciado","Presencial","Ciências Humanas","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",559,"DEPTO HISTÓRIA","","2020-02-19","122214","2013-11-20","604",NULL
414745,"HISTÓRIA",19053,"Gábia D'Almeida Cstro","ATIVO",NULL,"Licenciado","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",559,"DEPTO HISTÓRIA","","2020-02-19","44369","2017-08-15","917",NULL
702700,"HISTÓRIA                                                              ",19053,"Gábia D'Almeida Cstro","ATIVO",NULL,"Bacharel","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",559,"DEPTO HISTÓRIA",NULL,"2020-02-19","33205","1972-11-10","917",NULL
414165,"JORNALISMO",3734,"DAVID RENAULT DA SILVA","ATIVO",NULL,"Bacharel","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",352,"DEPTO JORNALISMO","","2016-08-05","34642","2013-12-19","706",NULL
414779,"LETRAS - LÍNGUA E LITERATURA JAPONESA",5255,"FAUSTO PINHEIRO PEREIRA","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2005-03-01","20551","1972-09-26","071156",NULL
414782,"LETRAS - LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA",17862,"Togni Altman","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2005-03-01","166","1972-09-26","071156",NULL
414795,"LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA",18861,"DANIEL TEIXEIRA DA COSTA ARAUJO","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2016-08-05","26039","2016-07-04","281",NULL
414796,"LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA",8447,"Hakme de Aversi Vetoretti","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2016-08-05","31378","2016-07-04","278",NULL
702701,"LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA",17934,"Brunken Nisihara Mitiharu Aguirres Toloy","ATIVO",NULL,"Licenciado","Presencial","Outra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO",NULL,"2020-02-19","29693","2016-07-04","280",NULL
414809,"LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA",16809,"WILIAM ALVES BISERRA","ATIVO",NULL,"Bacharel","Presencial","Outra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2016-08-05","29694","2016-07-04","279",NULL
414843,"LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA",5211,"Annyssande Fritoli Catore Nebalina Flores","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS","","2016-08-05","31376","1972-09-26","071156",NULL
414772,"LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA",6173,"GILSON CHARLES DOS SANTOS","ATIVO",NULL,"Licenciado","A Distância","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",567,"INSTITUTO DE LETRAS","","2016-08-05","112162","2016-09-23","535",NULL
414844,"LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA",13281,"PAULO MEDEIROS JUNIOR","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS","","2010-09-17","34644","2010-12-09","2235",NULL
414845,"LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA",7301,"Edinelde Krusser","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS","","2016-08-05","162","2016-07-04","278",NULL
414848,"LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA",14502,"RODRIGO ALBUQUERQUE PEREIRA","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS","","2015-03-02","44377","2016-09-12","466",NULL
414775,"LETRAS - TRADUÇÃO - ESPANHOL",347,"Euflazia Hartinger Lomba","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",567,"INSTITUTO DE LETRAS","","2016-08-05","1314245","2016-07-11","300",NULL
414813,"LETRAS - TRADUÇÃO - FRANCÊS",17539,"JEAN CLAUDE LUCIEN MIROIR","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2005-03-01","33206","2012-12-27","286",NULL
414822,"LETRAS - TRADUÇÃO - INGLÊS",2666,"Janisch Lando Andara","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2005-03-01","31384","1972-09-26","071156",NULL
414849,"LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA",6289,"GLAUCIO DE CASTRO JUNIOR","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS","","2015-03-02","1349598","2007-12-13","40",NULL
414823,"LÍNGUAS ESTRANGEIRAS APLICADAS - MSI",10780,"MARCOS DE CAMPOS CARNEIRO","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",574,"DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO","","2010-02-28","1140050","2016-07-11","300",NULL
414638,"MATEMÁTICA",7462,"JIAZHENG ZHOU","ATIVO",NULL,"Licenciado","Presencial","Ciências Exatas e da Terra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",518,"DEPARTAMENTO DE MATEMÁTICA","","2017-07-24","44372","2017-08-07","847",NULL
414640,"MATEMÁTICA",13257,"PAULO HENRIQUE PEREIRA DA COSTA","ATIVO",NULL,"Licenciado","Presencial","Ciências Exatas e da Terra","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",518,"DEPARTAMENTO DE MATEMÁTICA","","2014-03-03","161","2015-12-30","1096",NULL
414639,"MATEMÁTICA",9469,"LINEU DA COSTA ARAUJO NETO","ATIVO",NULL,"Bacharel","Presencial","Ciências Exatas e da Terra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",518,"DEPARTAMENTO DE MATEMÁTICA","","2015-12-14","22122","2015-12-30","1096",NULL
414280,"MEDICINA",15183,"Tracie Viveiro Honores","ATIVO",NULL,"Médico","Presencial","Ciências da Saúde","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",402,"FACULDADE DE MEDICINA","","2016-03-02","140","2017-09-27","1014",NULL
414202,"MEDICINA VETERINÁRIA",6191,"Poleza Erdens de Araujog","ATIVO",NULL,"Médico Veterinário","Presencial","Ciências Agrárias","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",363,"FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA","","2012-10-22","18031","2015-01-02","822",NULL
702704,"MUSEOLOGIA                                                            ",4685,"Terezam Cavarzan Arrobas Cabaniuk","ATIVO",NULL,"Bacharel","Presencial","Outra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",674,"FACULDADE DE CIÊNCIA DA INFORMAÇÃO",NULL,"2020-02-19","122218","2013-09-03","428",NULL
414430,"MÚSICA",18711,"Eladir Galacini Cayetano Sorinho","ATIVO",NULL,"Licenciado","A Distância","Outra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",485,"INSTITUTO DE ARTES","","2013-08-12","112164","1980-06-10","371",NULL
702698,"MÚSICA",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","INATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2006-08-21","33209","1976-03-30","077345",NULL
414459,"MÚSICA",11036,"Colpo Mikoski Bezzon","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","133","2017-08-15","916",NULL
414460,"MÚSICA",11036,"Colpo Mikoski Bezzon","ATIVO",NULL,"Licenciado","Presencial","Lingüística, Letras e Artes","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2009-08-03","122220","1980-06-10","371",NULL
414465,"MÚSICA - CANTO",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2006-08-21","26035","2013-07-25","330",NULL
414469,"MÚSICA - CLARINETA",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","1997-07-28","26035","2013-07-25","330",NULL
414473,"MÚSICA - COMPOSIÇÃO",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26040","2013-07-25","329",NULL
414479,"MÚSICA - CONTRABAIXO",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414484,"MÚSICA - FAGOTE",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA",NULL,"2013-08-12","26035","2013-07-25","330",NULL
414489,"MÚSICA - FLAUTA",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414495,"MÚSICA - OBOÉ",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414500,"MÚSICA - PIANO",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414504,"MÚSICA - REGÊNCIA",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2017-07-24","33209","2017-07-24","764",NULL
414509,"MÚSICA - SAXOFONE",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414513,"MÚSICA - TROMBONE",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
1841275,"MÚSICA - TROMPA",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA",NULL,"2013-07-25","26035","2013-07-25","330",NULL
414523,"MÚSICA - TROMPETE",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414528,"MÚSICA - VIOLA",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414533,"MÚSICA - VIOLÃO",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414538,"MÚSICA - VIOLINO",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414543,"MÚSICA - VIOLONCELO",6226,"Cotts Pellegrino Eoripedes Vilagra Sapata","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",495,"DEPTO MÚSICA","","2013-08-12","26035","2013-07-25","330",NULL
414314,"NUTRIÇÃO",11546,"Migri Ho Lantis","ATIVO",NULL,"Nutricionista","Presencial","Ciências da Saúde","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",424,"DEPTO NUTRICAO","","2019-03-06","144","2012-01-09","01",NULL
414321,"ODONTOLOGIA",16997,"Amóz Diotaiuti Simomukay Subhi","ATIVO",NULL,"Cirurgião Dentista","Presencial","Ciências da Saúde","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",427,"DEPTO ODONTOLOGIA","","2010-02-28","141","1985-03-13","000176",NULL
414229,"PEDAGOGIA",3647,"Leazir Mészatti Farnezi Monthay","ATIVO",NULL,"Licenciado","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",381,"FACULDADE DE EDUCAÇÃO","","2019-03-06","150","2016-12-15","795",NULL
414230,"PEDAGOGIA",4186,"Masae Betette Lilma","ATIVO",NULL,"Licenciado","Presencial","Ciências Humanas","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",381,"FACULDADE DE EDUCAÇÃO","","2019-03-06","163","2016-12-15","795",NULL
414231,"PEDAGOGIA",19436,"Shuatz Rominho dos Martírios","ATIVO",NULL,"Licenciado","A Distância","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",381,"FACULDADE DE EDUCAÇÃO","","2013-08-12","112170","2013-05-22","227",NULL
414961,"PSICOLOGIA",7009,"Nazarov Periera Badiali Trondoli Barja","ATIVO",NULL,"Licenciado","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",583,"INSTITUTO DE PSICOLOGIA",NULL,"2017-07-24","44376","2017-08-15","916",NULL
414962,"PSICOLOGIA",7009,"Nazarov Periera Badiali Trondoli Barja","ATIVO",NULL,"Psicólogo","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",583,"INSTITUTO DE PSICOLOGIA",NULL,"2017-02-17","26033","2017-04-04","271",NULL
414960,"PSICOLOGIA",7009,"Nazarov Periera Badiali Trondoli Barja","ATIVO",NULL,"Bacharel","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",583,"INSTITUTO DE PSICOLOGIA",NULL,"2017-02-17","22844","2017-04-04","271",NULL
414871,"QUÍMICA",5038,"Sirlênia Timpurim Se Dias Francalacci","ATIVO",NULL,"Licenciado","Presencial","Ciências Exatas e da Terra","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",610,"INSTITUTO DE QUÍMICA","","2014-03-03","159","2015-12-30","1096",NULL
414870,"QUÍMICA",10401,"Waldevino Olayinka Bolandini","ATIVO",NULL,"Bacharel","Presencial","Ciências Exatas e da Terra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",610,"INSTITUTO DE QUÍMICA","","2016-08-05","300118","2016-07-18","317",NULL
414873,"QUÍMICA TECNOLÓGICA",6109,"Uilmar de Freitad Golfieri","ATIVO",NULL,"Bacharel","Presencial","Ciências Exatas e da Terra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",610,"INSTITUTO DE QUÍMICA","","2015-03-02","1140082","2015-04-16","297",NULL
414899,"RELAÇÕES INTERNACIONAIS",1763,"ANTONIO JORGE RAMALHO DA ROCHA","ATIVO",NULL,"Bacharel","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",669,"INSTITUTO DE RELAÇÕES INTERNACIONAIS","","2017-07-24","128","1977-10-11","080532",NULL
414291,"SAÚDE COLETIVA",3873,"Casturina Painim","ATIVO",NULL,"Bacharel","Presencial","Ciências da Saúde","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",420,"DEPTO SAUDE COLETIVA","","2010-02-28","1140091","2016-03-28","63",NULL
414912,"SAÚDE COLETIVA",10813,"MARCOS TAKASHI OBARA","ATIVO",NULL,"Bacharel","Presencial","Ciências da Saúde","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","FACULDADE DE CEILÂNDIA",672,"FACULDADE DE CEILÂNDIA","","2018-12-26","112804","2016-03-28","63",NULL
414764,"SERVIÇO SOCIAL",19594,"Kolberg Seccato Idelsohn Calonico","ATIVO",NULL,"Bacharel","Presencial","Ciências Sociais Aplicadas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",563,"DEPTO SERVIÇO SOCIAL","","2014-03-03","126","2015-01-02","822",NULL
414765,"SERVIÇO SOCIAL",30746,"Hicles Grigore Grésiano Catellane Spigolon","ATIVO",NULL,"Bacharel","Presencial","Ciências Sociais Aplicadas","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",563,"DEPTO SERVIÇO SOCIAL","","2017-07-24","1138344","2017-05-02","383",NULL
694213,"TEATRO                                                                ",17774,"Arlete de Masseno Cobello","ATIVO",NULL,"Licenciado","A Distância","Outra","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",485,"INSTITUTO DE ARTES",NULL,"2014-03-03","112166","2013-05-23","227",NULL
414435,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE",11214,"Paceliuka Borgese","ATIVO",NULL,"Bacharel","Presencial","Lingüística, Letras e Artes","Semestral","Noturno","Um ciclo","BRASÍLIA","DARCY RIBEIRO",498,"DEPTO ARTES VISUAIS","","2016-12-19","1192415","2007-12-13","40",NULL
414914,"TERAPIA OCUPACIONAL",13650,"Joelcilane Abdel","ATIVO",NULL,"Bacharel","Presencial","Ciências da Saúde","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","FACULDADE DE CEILÂNDIA",672,"FACULDADE DE CEILÂNDIA","","2015-07-29","112816","2015-04-16","298",NULL
414088,"TURISMO",1188,"Celanir Espadas Campiol","ATIVO",NULL,"Bacharel","Presencial","Ciências Humanas","Semestral","Matutino e Vespertino","Um ciclo","BRASÍLIA","DARCY RIBEIRO",314,"CENTRO DE EXCELÊNCIA EM TURISMO","","2017-07-24","1138345","2017-04-04","271",NULL
